"","ACCNUM","YEAR","DATE","TIME","Hour","STREET1","STREET2","OFFSET","ROAD_CLASS","District","WardNum","Division","LATITUDE","LONGITUDE","LOCCOORD","ACCLOC","TRAFFCTL","VISIBILITY","LIGHT","RDSFCOND","IMPACTYPE","FATAL_NO","PEDESTRIAN","CYCLIST","AUTOMOBILE","MOTORCYCLE","TRUCK","TRSN_CITY_","EMERG_VEH","PASSENGER","SPEEDING","AG_DRIV","REDLIGHT","ALCOHOL","DISABILITY","Hood_ID","Neighbourh","DRIV_TRAFFIC_VIOLATION","DRIV_AGGRO","DRIV_SPEED","DRIV_DISTRACT","DRIV_AlCOHOL","BIC_TRAFFIC_VIOLATION","BIC_AGGRO","BIC_SPEED","BIC_LOSS_CTRL","BIC_ALCOHOL","BIC_DISTRACT","BIC_DRUGS","BIC_DISABILITY","BIC_FATIGUE","PED_TRAFFIC_VIOLATION","PED_STNARY","PED_CROSSING","VEH_TURNING","VEH_STATIONARY","VEH_LANE_CHG","VEH_INIT_OR_STOP","pressure_station","wind_speed","relative_humidity","temperature","visibility_value","DRIVERS_ALL_cnt","PASSENGER_cnt","PEDESTRIAN_cnt","CYCLIST_cnt","BIC_INJURY_MAJOR_FATAL","BIC_INJURY_FATAL","BIC_INJURY_other","ROAD_WET","TRAFFIC_CNTRL","VIS_NOT_CLEAR","AGE_REF_CODE","BIC_AGE","BIC_ACTN_FORWARD","BIC_ACTN_TURN_U","BIC_ACTN_TURN_LEFT","BIC_ACTN_TURN_Right","BIC_ACTN_STOPPED","BIC_ACTN_OTHER","WARD_1","WARD_2","WARD_3","WARD_4","WARD_5","WARD_6","WARD_7","WARD_8","WARD_9","WARD_10","WARD_11","WARD_12","WARD_13","WARD_14","WARD_15","WARD_16","WARD_17","WARD_18","WARD_19","WARD_20","WARD_21","WARD_22","WARD_23","WARD_24","WARD_25"
"115",1184180,2010,2010-07-09,2100,21,"CARLAW Ave","COLGATE Ave"," ","Minor Arterial","Toronto and East York","14","55",43.662745,-79.340793,"Mid-Block"," ","No Control","Clear","Dark","Dry","Sideswipe",0,0,1,1,0,0,0,0,1,0,0,0,0,NA,70,"South Riverdale (70)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.12,19,72,22.7,24100,1,2,0,1,0,0,1,0,0,0,4,"15 to 19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"116",1185727,2010,2010-07-20,2100,21,"FLEET ST","FLEET LAKE SHORE BLVD RAMP ST"," ","Major Arterial","Toronto and East York","10","14",43.636045,-79.40209,"Mid-Block"," ","Traffic Signal","Clear","Dark","Dry","Cyclist Collisions",0,0,1,0,0,0,1,0,0,0,0,0,0,NA,82,"Niagara (82)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.33,9,51,25.4,24100,1,0,0,1,1,0,0,0,1,0,11,"50 to 54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",1185756,2010,2010-07-22,1200,12,"KING ST W","UNIVERSITY AVE"," ","Major Arterial","Toronto and East York","10","52",43.647643,-79.384792,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,76,"Bay Street Corridor (76)",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,99.62,19,52,26.9,24100,1,0,0,1,1,0,0,0,1,0,4,"15 to 19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",1186269,2010,2010-07-25,1300,13,"MAPLEBRANCH PATH","DIXON RD"," ","Major Arterial","Etobicoke York","2,1","23",43.697445,-79.54519,"Intersection","At Intersection","Stop Sign","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,6,"Kingsview Village-The Westway (6)",1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99.32,30,64,24.8,24100,1,0,0,1,1,0,0,0,1,0,4,"15 to 19",1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",1186302,2010,2010-07-26,1900,19,"YONGE ST","DUNDAS ST E"," ","Major Arterial","Toronto and East York","13,11","51,52",43.656345,-79.38089,"Intersection"," ","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,75,"Church-Yonge Corridor (75)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,99.71,24,50,27.5,24100,1,0,0,1,0,0,1,0,1,0,9,"40 to 44",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"120",1188695,2010,2010-08-06,1500,15,"AVENUE Rd","GLENVIEW Ave"," ","Major Arterial","North York","8","53",43.717845,-79.41449,"Intersection"," ","No Control","Rain","Daylight","Wet","SMV Other",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,103,"Lawrence Park South (103)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.96,22,55,21.6,24100,0,0,0,1,1,0,0,1,0,1,10,"45 to 49",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",1188873,2010,2010-08-07,1800,18,"BLOOR ST E","CASTLE FRANK RD"," ","Major Arterial","Toronto and East York","11","51,53",43.674045,-79.36779,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Pedestrian Collisions",0,1,1,0,0,0,0,0,0,0,0,0,0,NA,71,"Cabbagetown-South St.James Town (71)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3,13,55,23.2,24100,0,0,1,1,0,0,1,0,0,0,12,"55 to 59",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",1188927,2010,2010-08-07,2000,20,"DANFORTH AVE","MOBERLY AVE"," ","Major Arterial","Toronto and East York","19","54,55",43.685345,-79.31409,"Intersection"," ","No Control","Clear","Dusk","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,64,"Woodbine Corridor (64)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.29,24,57,21.8,24100,1,0,0,1,1,0,0,0,0,0,5,"20 to 24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"123",1191013,2010,2010-09-23,900,9,"KENNEDY Road","BERTRAND Aven"," ","Major Arterial","Scarborough","21","41",43.737445,-79.27009,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,1,0,NA,125,"Ionview (125)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.13,0,88,14.1,24100,1,0,0,1,1,0,0,0,1,0,11,"50 to 54",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"124",1191582,2010,2010-09-26,2300,23,"LAKE SHORE BLVD W","COLBORNE LODGE DR"," ","Major Arterial","Toronto and East York","4","11",43.637945,-79.45899,"Intersection","At Intersection","Traffic Signal","Clear","Dark","Dry","Cyclist Collisions",33,0,1,1,0,0,0,0,0,0,0,0,0,NA,85,"South Parkdale (85)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99.94,6,80,11.4,24100,2,0,0,1,1,1,0,0,1,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",1192624,2010,2010-09-01,1900,19,"SHAFTESBURY ST","CODSELL AVE"," ","Local","North York","6","32",43.754843,-79.456088,"Intersection"," ","Stop Sign","Clear","Dusk","Dry","SMV Other",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,34,"Bathurst Manor (34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.22,32,50,29.4,24100,0,0,0,1,1,0,0,0,1,0,12,"55 to 59",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",1193217,2010,2010-09-02,1600,16,"COLLEGE ST","GLADSTONE AVE"," ","Major Arterial","Toronto and East York","9","14",43.652845,-79.43109,"Intersection","At Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,84,"Little Portugal (84)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.12,19,57,29.5,24100,1,0,0,1,1,0,0,0,0,0,10,"45 to 49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",1194376,2010,2010-09-10,900,9,"2600 LESLIE St"," "," ","Expressway","North York","16,15","33",43.762645,-79.36199,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,40,"St.Andrew-Windfields (40)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.66,17,83,14.4,24100,0,0,0,1,1,0,0,0,0,0,10,"45 to 49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
"128",1194386,2010,2010-09-09,2200,21,"SQUIRES Aven","FERRIS Road"," ","Collector","Toronto and East York","19","54",43.704745,-79.29889,"Intersection","At Intersection","Stop Sign","Clear","Dark","Dry","Cyclist Collisions",0,0,1,0,0,0,1,0,0,0,0,0,0,NA,54,"O'Connor-Parkview (54)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99.42,20,74,15.1,24100,1,0,0,1,1,0,0,0,1,0,5,"20 to 24",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"129",1197349,2010,2010-07-29,900,9,"UNIVERSITY AVE","QUEEN ST W"," ","Major Arterial","Toronto and East York","10","52",43.650845,-79.38659,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,1,0,NA,76,"Bay Street Corridor (76)",1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99.57,19,71,19,24100,1,0,0,1,1,0,0,0,1,0,8,"35 to 39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",1198314,2010,2010-09-25,1700,17,"CALEDONIA RD","BOWIE AVE"," ","Minor Arterial","North York","8","13",43.694945,-79.462787,"Intersection","At Intersection","Stop Sign","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,108,"Briar Hill-Belgravia (108)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,99.28,32,65,14.5,24100,1,0,0,1,1,0,0,0,1,0,11,"50 to 54",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",1199172,2010,2010-09-28,1500,15,"1300 YONGE St"," "," ","Major Arterial","Toronto and East York","11,12","53",43.684345,-79.39259,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,97,"Yonge-St.Clair (97)",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,97.89,13,90,16.8,16100,0,0,0,1,1,0,0,0,0,0,5,"20 to 24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",1199237,2010,2010-10-02,2200,22,"145 COURCELETTE RD"," "," ","Local","Scarborough","20","41",43.68035,-79.279674,"Mid-Block","Non Intersection","No Control","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,122,"Birchcliffe-Cliffside (122)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,100.02,19,81,8.2,24100,1,0,0,1,1,0,0,0,0,0,12,"55 to 59",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"133",1201907,2010,2010-10-20,1800,18,"QUEEN Stre E","KENILWORTH Aven"," ","Minor Arterial","Toronto and East York","19","55",43.669645,-79.30189,"Intersection"," ","No Control","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,63,"The Beaches (63)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98.02,35,52,15.4,24100,1,0,0,1,1,0,0,0,0,0,11,"50 to 54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"134",1202989,2010,2010-11-19,700,7,"LOWER SPADINA AVE","LAKE SHORE BLVD W"," ","Expressway","Toronto and East York","10","14,52",43.638445,-79.39219,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",36,0,1,0,0,0,1,0,0,0,0,0,0,NA,77,"Waterfront Communities-The Island (77)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.4,9,79,-1.3,24100,1,0,0,1,1,1,0,0,1,0,13,"60 to 64",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",1204639,2010,2010-11-29,1600,16,"LAKE SHORE BLVD W","PARKSIDE DR"," ","Major Arterial","Toronto and East York","4","11",43.638251,-79.453464,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,85,"South Parkdale (85)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.37,13,62,5.7,24100,1,0,0,1,1,0,0,0,1,0,11,"50 to 54",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",1208896,2010,2010-12-21,1600,16,"DANFORTH Ave","BROADVIEW Ave"," ","Major Arterial","Toronto and East York","14","54,55",43.676145,-79.35889,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,68,"North Riverdale (68)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99.83,26,71,-4.6,24100,1,0,0,1,1,0,0,0,0,0,12,"55 to 59",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"137",1210091,2011,2011-01-01,500,5,"SPADINA RD","DUPONT ST"," ","Major Arterial","Toronto and East York","11","14,53",43.674845,-79.40709,"Intersection","At Intersection","Traffic Signal","Clear","Dark","Wet","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,95,"Annex (95)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,99.16,11,94,7.7,16100,1,0,0,1,1,0,0,1,1,0,5,"20 to 24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",1225017,2011,2011-01-21,1200,11,"DUNDAS ST W","BAY ST"," ","Major Arterial","Toronto and East York","13,11","52",43.655845,-79.38299,"Mid-Block"," ","No Control","Clear","Daylight","Wet","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,76,"Bay Street Corridor (76)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98.43,46,62,-6.2,19300,1,0,0,1,1,0,0,1,0,0,5,"20 to 24",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"139",1225497,2011,2011-01-26,1700,17,"BAY ST","TEMPERANCE ST W"," ","Major Arterial","Toronto and East York","13,10","52",43.650445,-79.38099,"Intersection"," ","No Control","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,76,"Bay Street Corridor (76)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.05,6,64,-1.4,19300,1,0,0,1,1,0,0,0,0,0,12,"55 to 59",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"140",1228586,2011,2011-04-18,1300,13,"DUNDAS ST W","BAY ST"," ","Major Arterial","Toronto and East York","13,11","52",43.655945,-79.38279,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,76,"Bay Street Corridor (76)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99.41,6,63,2,24100,1,0,0,1,1,0,0,0,0,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"141",1228987,2011,2011-04-20,500,5,"MARKHAM RD","HIGHWAY 401 C  E"," ","Expressway","Scarborough","24,23","42,43",43.785345,-79.23519,"Mid-Block"," ","No Control","Rain","Dark","Wet","Cyclist Collisions",0,0,1,1,0,0,0,0,0,1,1,0,0,NA,137,"Woburn (137)",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.19,41,91,3.6,12900,1,0,0,1,1,0,0,1,0,1,8,"35 to 39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"142",1236286,2011,2011-03-30,600,6,"COLLEGE ST","DOVERCOURT RD"," ","Major Arterial","Toronto and East York","9","14",43.653545,-79.42639,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,0,0,1,0,0,0,0,0,0,0,NA,84,"Little Portugal (84)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,100.16,7,74,-4.3,24100,1,0,0,1,1,0,0,0,1,0,10,"45 to 49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",1237279,2011,2011-06-08,1700,17,"FINCH AVE W","NORFINCH DR"," ","Major Arterial","Etobicoke York","7","31",43.755945,-79.52429,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,24,"Black Creek (24)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98.79,22,53,32,19300,1,0,0,1,1,0,0,0,1,0,14,"65 to 69",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",1237364,2011,2011-04-05,1000,10,"JARVIS ST","WELLESLEY ST E"," ","Major Arterial","Toronto and East York","13","51",43.666245,-79.37829,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,71,"Cabbagetown-South St.James Town (71)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97.83,37,65,3.1,24100,1,0,0,1,1,0,0,0,1,0,14,"65 to 69",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"145",1239456,2011,2011-06-16,1200,12,"BATHURST ST","LAWRENCE AVE W"," ","Major Arterial","North York","8","32,13,53",43.719245,-79.42979,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,39,"Bedford Park-Nortown (39)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98.9,15,53,23.1,24100,1,0,0,1,1,0,0,0,1,0,5,"20 to 24",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",1240382,2011,2011-06-24,900,9,"JAMESON Aven","SPRINGHURST Aven"," ","Minor Arterial","Toronto and East York","4","14",43.633945,-79.43479,"Intersection","At Intersection","Stop Sign","Rain","Daylight","Wet","Cyclist Collisions",0,0,1,0,0,0,1,0,0,0,0,0,0,NA,85,"South Parkdale (85)",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,98.1,11,84,20.1,16100,1,0,0,1,1,0,0,1,1,1,9,"40 to 44",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",1240985,2011,2011-05-07,2100,21,"MOUNT ROYAL Aven","THOME Cres"," ","Local","Toronto and East York","9","13",43.676245,-79.43309,"Intersection","At Intersection","Stop Sign","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,94,"Wychwood (94)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.2,13,55,13.1,24100,1,0,0,1,1,0,0,0,1,0,18,"85 to 89",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",1244722,2011,2011-06-05,1200,12,"FLEET ST","FORT YORK BLVD"," ","Minor Arterial","Toronto and East York","10","14",43.636345,-79.40679,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,82,"Niagara (82)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.64,9,57,23.2,24100,1,0,0,1,1,0,0,0,1,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",1246241,2011,2011-06-13,2000,20,"CHURCH ST","ALEXANDER ST"," ","Minor Arterial","Toronto and East York","13","51",43.663645,-79.37999,"Intersection"," ","No Control","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,75,"Church-Yonge Corridor (75)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.46,30,74,16.2,24100,1,0,0,1,1,0,0,0,0,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"150",1246857,2011,2011-06-15,1400,14,"DUPONT Stre","CAMPBELL Aven"," ","Major Arterial","Toronto and East York","9","11",43.665946,-79.450092,"Intersection","At Intersection","No Control","Clear","Daylight","Dry","Sideswipe",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,93,"Dovercourt-Wallace Emerson-Junction (93)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.35,11,39,26.5,24100,1,0,0,1,1,0,0,0,0,0,8,"35 to 39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",1247766,2011,2011-08-05,900,9,"GREENWOOD AVE","PLAINS RD"," ","Collector","Toronto and East York","14","54",43.693845,-79.33849,"Intersection","At Intersection","Stop Sign","Clear","Daylight","Dry","Cyclist Collisions",16,0,1,1,0,0,0,0,0,0,1,0,0,NA,58,"Old East York (58)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.73,11,69,23.6,24100,1,0,0,1,1,1,0,0,1,0,17,"80 to 84",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"152",1247894,2011,2011-08-04,2300,23,"YORK MILLS RD","DVP N YORK MILLS W RAMP"," ","Expressway","North York","16","33",43.758891,-79.334056,"Intersection"," ","Traffic Signal","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,45,"Parkwoods-Donalda (45)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.56,0,78,21.6,24100,1,0,0,1,1,0,0,0,1,0,5,"20 to 24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"153",1249542,2011,2011-07-06,1800,18,"DUNDAS ST W","CARLYLE ST"," ","Major Arterial","Toronto and East York","10,11","14",43.652145,-79.40479,"Intersection","At Intersection","Stop Sign","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,78,"Kensington-Chinatown (78)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,99.06,20,45,28.5,24100,1,0,0,1,1,0,0,0,1,0,9,"40 to 44",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",1249845,2011,2011-07-08,1600,16,"6780 KINGSTON RD"," "," ","Major Arterial","Scarborough","25","42",43.798345,-79.14709,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,133,"Centennial Scarborough (133)",1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,98.91,19,42,27.1,24100,1,0,0,1,1,0,0,0,0,0,10,"45 to 49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"155",1250782,2011,2011-07-14,1600,16,"AVENUE Road","EDMUND Aven"," ","Major Arterial","Toronto and East York","12","53",43.682545,-79.39979,"Intersection"," ","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,97,"Yonge-St.Clair (97)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99.8,13,38,25.9,24100,1,0,0,1,1,0,0,0,1,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",1250894,2011,2011-07-15,1700,16,"DANFORTH Ave","LANGFORD Ave"," ","Major Arterial","Toronto and East York","14","54,55",43.679745,-79.34059,"Intersection"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,69,"Blake-Jones (69)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.77,20,31,27.2,24100,1,0,0,1,1,0,0,0,0,0,11,"50 to 54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
