"","Index_","ACCNUM","YEAR","DATE","TIME","Hour","STREET1","STREET2","OFFSET","ROAD_CLASS","District","WardNum","Division","LATITUDE","LONGITUDE","LOCCOORD","ACCLOC","TRAFFCTL","VISIBILITY","LIGHT","RDSFCOND","ACCLASS","IMPACTYPE","INVTYPE","INVAGE","INJURY","FATAL_NO","INITDIR","VEHTYPE","MANOEUVER","DRIVACT","DRIVCOND","PEDTYPE","PEDACT","PEDCOND","CYCLISTYPE","CYCACT","CYCCOND","PEDESTRIAN","CYCLIST","AUTOMOBILE","MOTORCYCLE","TRUCK","TRSN_CITY_","EMERG_VEH","PASSENGER","SPEEDING","AG_DRIV","REDLIGHT","ALCOHOL","Hood_ID","Neighbourh","ObjectId","isFATAL","pressure_station","wind_speed","relative_humidity","temperature","visibility_value"
"250",7405735,1290286,2012,2012-04-22,1300,13,"VICTORIA PARK AVE","ARNCLIFFE CRES"," ","Major Arterial","Scarborough","21,16","33,41",43.731845,-79.30559,"Intersection"," ","Traffic Signal","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Vehicle Owner","unknown"," ",0," ","Other"," "," "," "," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,119,"Wexford/Maryvale (119)",250,0,99.44,20,57,7.2,24100
"251",7405736,1290286,2012,2012-04-22,1300,13,"VICTORIA PARK AVE","ARNCLIFFE CRES"," ","Major Arterial","Scarborough","21,16","33,41",43.731845,-79.30559,"Intersection"," ","Traffic Signal","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","35 to 39","None",0,"North","Automobile, Station Wagon","Going Ahead","Lost control","Inattentive"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,119,"Wexford/Maryvale (119)",251,0,99.44,20,57,7.2,24100
"252",7405737,1290286,2012,2012-04-22,1300,13,"VICTORIA PARK AVE","ARNCLIFFE CRES"," ","Major Arterial","Scarborough","21,16","33,41",43.731845,-79.30559,"Intersection"," ","Traffic Signal","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","50 to 54","Major",0,"West","Bicycle","Going Ahead"," "," "," "," "," ","Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.","Driving Properly","Normal",0,1,1,0,0,0,0,0,0,0,0,0,119,"Wexford/Maryvale (119)",252,0,99.44,20,57,7.2,24100
"253",5379248,1047021,2008,2008-06-14,1300,13,"DUFFERIN Stre","SYLVAN Aven"," ","Major Arterial","Toronto and East York","9","11,14",43.655045,-79.43349,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","40 to 44","None",0,"South","Automobile, Station Wagon","Overtaking","Improper Passing","Inattentive"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,1,0,0,83,"Dufferin Grove (83)",253,0,99.32,9,65,24,24100
"254",5379249,1047021,2008,2008-06-14,1300,13,"DUFFERIN Stre","SYLVAN Aven"," ","Major Arterial","Toronto and East York","9","11,14",43.655045,-79.43349,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","15 to 19","Major",0,"South","Bicycle","Going Ahead"," "," "," "," "," ","Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.","Driving Properly","Normal",0,1,1,0,0,0,0,0,0,1,0,0,83,"Dufferin Grove (83)",254,0,99.32,9,65,24,24100
"255",6183471,1186269,2010,2010-07-25,1300,13,"MAPLEBRANCH PATH","DIXON RD"," ","Major Arterial","Etobicoke York","2,1","23",43.697445,-79.54519,"Intersection","At Intersection","Stop Sign","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","55 to 59","None",0,"South","Automobile, Station Wagon","Turning Right","Failed to Yield Right of Way","Inattentive"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,1,0,0,6,"Kingsview Village-The Westway (6)",255,0,99.32,30,64,24.8,24100
"256",6183472,1186269,2010,2010-07-25,1300,13,"MAPLEBRANCH PATH","DIXON RD"," ","Major Arterial","Etobicoke York","2,1","23",43.697445,-79.54519,"Intersection","At Intersection","Stop Sign","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","15 to 19","Major",0,"East","Bicycle","Going Ahead"," "," "," "," "," ","Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.","Failed to Yield Right of Way","Inattentive",0,1,1,0,0,0,0,0,0,1,0,0,6,"Kingsview Village-The Westway (6)",256,0,99.32,30,64,24.8,24100
"257",80565973,6001300022,2016,2016-07-24,1300,13,"VICTORIA PARK AVE","HIGHWAY 401 C  W","5 m South of","Expressway","Scarborough","17,16,22,21","33,42,41",43.768347,-79.319797,"Mid-Block","Non Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","25 to 29","None",0,"South","Bicycle","Merging"," "," "," "," "," ","Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.","Failed to Yield Right of Way","Unknown",0,1,0,1,0,0,0,0,0,0,0,0,45,"Parkwoods-Donalda (45)",257,0,99.48,13,56,26.6,24100
"258",80565974,6001300022,2016,2016-07-24,1300,13,"VICTORIA PARK AVE","HIGHWAY 401 C  W","5 m South of","Expressway","Scarborough","17,16,22,21","33,42,41",43.768347,-79.319797,"Mid-Block","Non Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Motorcycle Driver","55 to 59","Major",0,"East","Motorcycle","Going Ahead","Lost control","Normal"," "," "," "," "," "," ",0,1,0,1,0,0,0,0,0,0,0,0,45,"Parkwoods-Donalda (45)",258,0,99.48,13,56,26.6,24100
"259",6677956,1254931,2011,2011-07-28,1400,13,"4277 LAWRENCE AVE E"," "," ","Minor Arterial","Scarborough","25","43",43.770045,-79.17909,"Mid-Block"," ","No Control","Rain","Daylight","Wet","Non-Fatal Injury","Cyclist Collisions","Driver","35 to 39","None",0,"North","Automobile, Station Wagon","Slowing or Stopping","Failed to Yield Right of Way","Normal"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,1,0,0,136,"West Hill (136)",259,0,99.35,6,96,20.6,3200
"260",6677957,1254931,2011,2011-07-28,1400,13,"4277 LAWRENCE AVE E"," "," ","Minor Arterial","Scarborough","25","43",43.770045,-79.17909,"Mid-Block"," ","No Control","Rain","Daylight","Wet","Non-Fatal Injury","Cyclist Collisions","Cyclist","35 to 39","Major",0,"East","Bicycle","Going Ahead"," "," "," "," "," ","Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.","Driving Properly","Other",0,1,1,0,0,0,0,0,0,1,0,0,136,"West Hill (136)",260,0,99.35,6,96,20.6,3200
"261",5381426,1047995,2008,2008-06-13,1400,14,"COLLEGE St","CRAWFORD St"," ","Major Arterial","Toronto and East York","11","14",43.655145,-79.41899,"Intersection"," ","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Vehicle Owner","unknown"," ",0," ","Other"," "," "," "," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,81,"Trinity-Bellwoods (81)",261,0,99.59,17,60,26.8,24100
"262",5381427,1047995,2008,2008-06-13,1400,14,"COLLEGE St","CRAWFORD St"," ","Major Arterial","Toronto and East York","11","14",43.655145,-79.41899,"Intersection"," ","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","60 to 64","None",0,"West","Taxi","Changing Lanes","Improper Lane Change","Normal"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,81,"Trinity-Bellwoods (81)",262,0,99.59,17,60,26.8,24100
"263",5381428,1047995,2008,2008-06-13,1400,14,"COLLEGE St","CRAWFORD St"," ","Major Arterial","Toronto and East York","11","14",43.655145,-79.41899,"Intersection"," ","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","50 to 54","Major",0,"West","Bicycle","Going Ahead"," "," "," "," "," ","Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.","Driving Properly","Normal",0,1,1,0,0,0,0,0,0,0,0,0,81,"Trinity-Bellwoods (81)",263,0,99.59,17,60,26.8,24100
"264",80718306,6001569976,2016,2016-09-04,1400,14,"GERRARD ST E","RIVER ST","80 m East of","Minor Arterial","Toronto and East York","13","51",43.663905,-79.358226,"Mid-Block","Non Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","65 to 69","Major",0,"West","Bicycle","Changing Lanes"," "," "," "," "," ","Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.","Improper Lane Change","Inattentive",0,1,1,0,0,0,0,1,0,0,0,0,72,"Regent Park (72)",264,0,100.42,13,55,24,24100
"265",80718307,6001569976,2016,2016-09-04,1400,14,"GERRARD ST E","RIVER ST","80 m East of","Minor Arterial","Toronto and East York","13","51",43.663905,-79.358226,"Mid-Block","Non Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","20 to 24","None",0,"West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal"," "," "," "," "," "," ",0,1,1,0,0,0,0,1,0,0,0,0,72,"Regent Park (72)",265,0,100.42,13,55,24,24100
"266",80718308,6001569976,2016,2016-09-04,1400,14,"GERRARD ST E","RIVER ST","80 m East of","Minor Arterial","Toronto and East York","13","51",43.663905,-79.358226,"Mid-Block","Non Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Passenger","20 to 24","None",0," "," "," "," "," "," "," "," "," "," "," ",0,1,1,0,0,0,0,1,0,0,0,0,72,"Regent Park (72)",266,0,100.42,13,55,24,24100
"267",6728060,1282186,2011,2011-12-27,1400,14,"ST CLAIR Ave W","EARLSCOURT Ave"," ","Major Arterial","Toronto and East York","9","13",43.677045,-79.44739,"Intersection"," ","Traffic Signal","Rain","Daylight","Wet","Non-Fatal Injury","Cyclist Collisions","Driver","25 to 29","Major",0,"West","Automobile, Station Wagon","Changing Lanes","Improper Lane Change","Inattentive"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,92,"Corso Italia-Davenport (92)",267,0,97.76,15,98,1.6,9700
"268",6728061,1282186,2011,2011-12-27,1400,14,"ST CLAIR Ave W","EARLSCOURT Ave"," ","Major Arterial","Toronto and East York","9","13",43.677045,-79.44739,"Intersection"," ","Traffic Signal","Rain","Daylight","Wet","Non-Fatal Injury","Cyclist Collisions","Cyclist","unknown","Minimal",0,"West","Bicycle","Going Ahead"," "," "," "," "," ","Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.","Speed too Fast For Condition","Normal",0,1,1,0,0,0,0,0,0,0,0,0,92,"Corso Italia-Davenport (92)",268,0,97.76,15,98,1.6,9700
"269",6659080,1246857,2011,2011-06-15,1400,14,"DUPONT Stre","CAMPBELL Aven"," ","Major Arterial","Toronto and East York","9","11",43.665946,-79.450092,"Intersection","At Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Sideswipe","Vehicle Owner","unknown"," ",0," "," "," "," "," "," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,93,"Dovercourt-Wallace Emerson-Junction (93)",269,0,99.35,11,39,26.5,24100
"270",6659081,1246857,2011,2011-06-15,1400,14,"DUPONT Stre","CAMPBELL Aven"," ","Major Arterial","Toronto and East York","9","11",43.665946,-79.450092,"Intersection","At Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Sideswipe","Driver","75 to 79","None",0,"West","Automobile, Station Wagon","Turning Right","Improper Turn","Normal"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,93,"Dovercourt-Wallace Emerson-Junction (93)",270,0,99.35,11,39,26.5,24100
"271",6659082,1246857,2011,2011-06-15,1400,14,"DUPONT Stre","CAMPBELL Aven"," ","Major Arterial","Toronto and East York","9","11",43.665946,-79.450092,"Intersection","At Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Sideswipe","Moped Driver","35 to 39","Major",0,"West","Moped","Going Ahead"," "," "," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,93,"Dovercourt-Wallace Emerson-Junction (93)",271,0,99.35,11,39,26.5,24100
"272",7523089,1335478,2012,2012-11-26,1400,14,"QUEEN ST W","BAY ST"," ","Major Arterial","Toronto and East York","10","52",43.651645,-79.38279,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","40 to 44","None",0,"East","Automobile, Station Wagon","Stopped","Other","Normal"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,76,"Bay Street Corridor (76)",272,0,99.9,26,61,1.8,24100
"273",7523090,1335478,2012,2012-11-26,1400,14,"QUEEN ST W","BAY ST"," ","Major Arterial","Toronto and East York","10","52",43.651645,-79.38279,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","45 to 49","Major",0,"East","Bicycle","Going Ahead"," "," "," "," "," ","Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.","Improper Passing","Inattentive",0,1,1,0,0,0,0,0,0,0,0,0,76,"Bay Street Corridor (76)",273,0,99.9,26,61,1.8,24100
"274",5376332,1045778,2008,2008-05-26,1400,14,"KING ST W","YORK ST"," ","Major Arterial","Toronto and East York","10","52",43.648345,-79.38179,"Mid-Block","At Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Passenger","40 to 44","None",0," ","Other"," "," "," "," "," "," "," "," "," ",0,1,1,0,0,0,0,1,0,0,0,0,76,"Bay Street Corridor (76)",274,0,98.42,26,53,25,24100
"275",5376333,1045778,2008,2008-05-26,1400,14,"KING ST W","YORK ST"," ","Major Arterial","Toronto and East York","10","52",43.648345,-79.38179,"Mid-Block","At Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Vehicle Owner","unknown"," ",0," ","Other"," "," "," "," "," "," "," "," "," ",0,1,1,0,0,0,0,1,0,0,0,0,76,"Bay Street Corridor (76)",275,0,98.42,26,53,25,24100
"276",5376334,1045778,2008,2008-05-26,1400,14,"KING ST W","YORK ST"," ","Major Arterial","Toronto and East York","10","52",43.648345,-79.38179,"Mid-Block","At Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","50 to 54","None",0,"West","Automobile, Station Wagon","Turning Left","Other","Normal"," "," "," "," "," "," ",0,1,1,0,0,0,0,1,0,0,0,0,76,"Bay Street Corridor (76)",276,0,98.42,26,53,25,24100
"277",5376335,1045778,2008,2008-05-26,1400,14,"KING ST W","YORK ST"," ","Major Arterial","Toronto and East York","10","52",43.648345,-79.38179,"Mid-Block","At Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","20 to 24","Major",0," ","Bicycle","Unknown"," "," "," "," "," ","Cyclist struck opened vehicle door","Driving Properly","Normal",0,1,1,0,0,0,0,1,0,0,0,0,76,"Bay Street Corridor (76)",277,0,98.42,26,53,25,24100
"278",80225387,4003521992,2014,2014-12-20,1400,14,"OSSINGTON AVE","BLOOR ST W","15 m South of","Major Arterial","Toronto and East York","11,9","14",43.661971,-79.425647,"Intersection","Non Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","55 to 59","None",0,"South","Automobile, Station Wagon","Overtaking","Improper Passing","Inattentive"," "," "," "," "," "," ",0,1,1,0,0,0,0,1,0,1,0,0,80,"Palmerston-Little Italy (80)",278,0,100.34,5,51,-0.1,24100
"279",80225388,4003521992,2014,2014-12-20,1400,14,"OSSINGTON AVE","BLOOR ST W","15 m South of","Major Arterial","Toronto and East York","11,9","14",43.661971,-79.425647,"Intersection","Non Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","25 to 29","Major",0,"South","Bicycle","Going Ahead"," "," "," "," "," ","Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.","Driving Properly","Normal",0,1,1,0,0,0,0,1,0,1,0,0,80,"Palmerston-Little Italy (80)",279,0,100.34,5,51,-0.1,24100
"280",80225389,4003521992,2014,2014-12-20,1400,14,"OSSINGTON AVE","BLOOR ST W","15 m South of","Major Arterial","Toronto and East York","11,9","14",43.661971,-79.425647,"Intersection","Non Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Passenger","55 to 59","None",0," "," "," "," "," "," "," "," "," "," "," ",0,1,1,0,0,0,0,1,0,1,0,0,80,"Palmerston-Little Italy (80)",280,0,100.34,5,51,-0.1,24100
"281",80485685,4003073382,2014,2014-10-09,1400,14,"WARDEN AVE","MARBLE ARCH CRES"," ","Major Arterial","Scarborough","21","41",43.735335,-79.290637,"Intersection","Non Intersection","Traffic Signal","Clear","Daylight","Dry","Fatal","Cyclist Collisions","Driver","45 to 49","None",0,"North","Automobile, Station Wagon","Going Ahead","Disobeyed Traffic Control","Inattentive"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,1,1,0,119,"Wexford/Maryvale (119)",281,1,99.34,42,51,13.6,24100
"282",80485686,4003073382,2014,2014-10-09,1400,14,"WARDEN AVE","MARBLE ARCH CRES"," ","Major Arterial","Scarborough","21","41",43.735335,-79.290637,"Intersection","Non Intersection","Traffic Signal","Clear","Daylight","Dry","Fatal","Cyclist Collisions","Cyclist","60 to 64","Fatal",32,"East","Bicycle","Going Ahead"," "," "," "," "," ","Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.","Driving Properly","Normal",0,1,1,0,0,0,0,0,0,1,1,0,119,"Wexford/Maryvale (119)",282,1,99.34,42,51,13.6,24100
"283",80717410,6001551246,2016,2016-09-01,1400,14,"ROGERS RD","KANE AVE"," ","Minor Arterial","Toronto and East York","9,5","12",43.682048,-79.46651,"Intersection","Intersection Related","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","60 to 64","Major",0,"South","Bicycle","Going Ahead"," "," "," "," "," ","Cyclist turned left across motorists path.","Failed to Yield Right of Way","Normal",0,1,1,0,0,0,0,0,0,1,0,0,110,"Keelesdale-Eglinton West (110)",283,0,99.66,23,46,22.5,24100
"284",80717411,6001551246,2016,2016-09-01,1400,14,"ROGERS RD","KANE AVE"," ","Minor Arterial","Toronto and East York","9,5","12",43.682048,-79.46651,"Intersection","Intersection Related","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","70 to 74","None",0,"East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,1,0,0,110,"Keelesdale-Eglinton West (110)",284,0,99.66,23,46,22.5,24100
"285",5331412,1025421,2008,2008-01-26,1400,14,"79 BLOOR ST W"," "," ","Major Arterial","Toronto and East York","11","53,52",43.669543,-79.389987,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Cyclist","unknown","None",0,"East","Bicycle","Going Ahead"," "," "," "," "," ","Cyclist strikes pedestrian.","Failed to Yield Right of Way","Inattentive",1,1,0,0,0,0,0,0,0,0,0,0,76,"Bay Street Corridor (76)",285,0,99.82,11,77,-4.8,4800
"286",5331413,1025421,2008,2008-01-26,1400,14,"79 BLOOR ST W"," "," ","Major Arterial","Toronto and East York","11","53,52",43.669543,-79.389987,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Pedestrian","75 to 79","Major",0,"West"," "," "," "," ","Pedestrian hit on sidewalk or shoulder","On Sidewalk or Shoulder","Normal"," "," "," ",1,1,0,0,0,0,0,0,0,0,0,0,76,"Bay Street Corridor (76)",286,0,99.82,11,77,-4.8,4800
"287",7548472,1344412,2012,2012-10-12,1400,14,"FIFTH Stre","LAKE SHORE Boul W"," ","Major Arterial","Etobicoke York","3","22",43.601245,-79.502986,"Intersection"," ","Traffic Signal","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","60 to 64","None",0,"North","Automobile, Station Wagon","Going Ahead","Other","Unknown"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,18,"New Toronto (18)",287,0,100.82,15,46,7.2,24100
"288",7548473,1344412,2012,2012-10-12,1400,14,"FIFTH Stre","LAKE SHORE Boul W"," ","Major Arterial","Etobicoke York","3","22",43.601245,-79.502986,"Intersection"," ","Traffic Signal","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","30 to 34","Major",0,"East","Bicycle","Going Ahead"," "," "," "," "," ","Insufficient information (to determine cyclist crash type).","Other","Unknown",0,1,1,0,0,0,0,0,0,0,0,0,18,"New Toronto (18)",288,0,100.82,15,46,7.2,24100
"289",7397979,1287004,2012,2012-01-26,1400,14,"DANFORTH AVE","ROYAL DR"," ","Major Arterial","Toronto and East York","14","54,55",43.675945,-79.35989,"Mid-Block"," ","No Control","Rain","Daylight","Wet","Non-Fatal Injury","Cyclist Collisions","Vehicle Owner","unknown"," ",0," ","Other"," "," "," "," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,68,"North Riverdale (68)",289,0,99.18,9,89,0.9,12900
"290",7397980,1287004,2012,2012-01-26,1400,14,"DANFORTH AVE","ROYAL DR"," ","Major Arterial","Toronto and East York","14","54,55",43.675945,-79.35989,"Mid-Block"," ","No Control","Rain","Daylight","Wet","Non-Fatal Injury","Cyclist Collisions","Driver","50 to 54","None",0,"East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,68,"North Riverdale (68)",290,0,99.18,9,89,0.9,12900
"291",7397981,1287004,2012,2012-01-26,1400,14,"DANFORTH AVE","ROYAL DR"," ","Major Arterial","Toronto and East York","14","54,55",43.675945,-79.35989,"Mid-Block"," ","No Control","Rain","Daylight","Wet","Non-Fatal Injury","Cyclist Collisions","Cyclist","20 to 24","Major",0,"East","Bicycle","Changing Lanes"," "," "," "," "," ","Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.","Following too Close","Normal",0,1,1,0,0,0,0,0,0,0,0,0,68,"North Riverdale (68)",291,0,99.18,9,89,0.9,12900
"292",6177151,1183681,2010,2010-07-06,1400,14,"DUNDAS St E","CHURCH St"," ","Major Arterial","Toronto and East York","13","51",43.656445,-79.37709,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","50 to 54","None",0,"East","Automobile, Station Wagon","Turning Right","Improper Turn","Normal"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,75,"Church-Yonge Corridor (75)",292,0,99.68,20,51,32.6,24100
"293",6177152,1183681,2010,2010-07-06,1400,14,"DUNDAS St E","CHURCH St"," ","Major Arterial","Toronto and East York","13","51",43.656445,-79.37709,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","50 to 54","Major",0,"East","Bicycle","Going Ahead"," "," "," "," "," ","Motorist turning right on green or amber at signalized intersection strikes cyclist.","Driving Properly","Normal",0,1,1,0,0,0,0,0,0,0,0,0,75,"Church-Yonge Corridor (75)",293,0,99.68,20,51,32.6,24100
"294",80239901,5000891503,2015,2015-05-28,1400,14,"BATHURST ST","FRONT ST W","25 m South of","Major Arterial","Toronto and East York","10","14",43.641295,-79.401637,"Mid-Block","Non Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","45 to 49","Major",0,"North","Bicycle","Going Ahead"," "," "," "," "," ","Insufficient information (to determine cyclist crash type).","Other","Had Been Drinking",0,1,1,0,0,0,0,0,0,0,0,0,77,"Waterfront Communities-The Island (77)",294,0,100.33,13,42,25.1,24100
"295",80239902,5000891503,2015,2015-05-28,1400,14,"BATHURST ST","FRONT ST W","25 m South of","Major Arterial","Toronto and East York","10","14",43.641295,-79.401637,"Mid-Block","Non Intersection","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","50 to 54","None",0,"South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,77,"Waterfront Communities-The Island (77)",295,0,100.33,13,42,25.1,24100
"296",80632023,5000992370,2015,2015-06-13,1400,14,"FINCH AVE E","PAGE AVE"," ","Major Arterial","North York","17","33",43.786685,-79.384326,"Intersection","At Intersection","Stop Sign","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","85 to 89","None",0,"North","Automobile, Station Wagon","Turning Right","Failed to Yield Right of Way","Inattentive"," "," "," "," "," "," ",0,1,1,0,0,0,0,1,0,1,0,0,52,"Bayview Village (52)",296,0,99.82,11,73,19.9,24100
"297",80632024,5000992370,2015,2015-06-13,1400,14,"FINCH AVE E","PAGE AVE"," ","Major Arterial","North York","17","33",43.786685,-79.384326,"Intersection","At Intersection","Stop Sign","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","45 to 49","Major",0,"East","Bicycle","Going Ahead"," "," "," "," "," ","Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.","Driving Properly","Normal",0,1,1,0,0,0,0,1,0,1,0,0,52,"Bayview Village (52)",297,0,99.82,11,73,19.9,24100
"298",80632025,5000992370,2015,2015-06-13,1400,14,"FINCH AVE E","PAGE AVE"," ","Major Arterial","North York","17","33",43.786685,-79.384326,"Intersection","At Intersection","Stop Sign","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Passenger","80 to 84","None",0," "," "," "," "," "," "," "," "," "," "," ",0,1,1,0,0,0,0,1,0,1,0,0,52,"Bayview Village (52)",298,0,99.82,11,73,19.9,24100
"299",5410999,1060815,2008,2008-08-23,1400,14,"MILLWOOD Rd","REDWAY Rd"," ","Major Arterial","North York","15","53",43.701845,-79.35819,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","25 to 29","None",0,"North","Automobile, Station Wagon","Turning Left","Improper Turn","Normal"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,56,"Leaside-Bennington (56)",299,0,99.92,19,62,26.2,24100
"300",5411000,1060815,2008,2008-08-23,1400,14,"MILLWOOD Rd","REDWAY Rd"," ","Major Arterial","North York","15","53",43.701845,-79.35819,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Cyclist","45 to 49","Major",0,"South","Bicycle","Going Ahead"," "," "," "," "," ","Motorist turned left across cyclists path.","Disobeyed Traffic Control","Normal",0,1,1,0,0,0,0,0,0,0,0,0,56,"Leaside-Bennington (56)",300,0,99.92,19,62,26.2,24100
"301",7830521,1361387,2013,2013-05-05,1400,14,"8 GARDEN PARK AVE"," "," ","Local","Scarborough","23","42",43.785245,-79.27169,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","65 to 69","None",0,"South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal"," "," "," "," "," "," ",0,1,1,0,0,0,0,0,0,0,0,0,128,"Agincourt South-Malvern West (128)",301,0,100,9,43,21.6,24100
